msoa,imd,ptal,density,density_source,imd_norm,density_norm,ptal_norm
E02000088,8.98,6.16573,3877.3,direct,0.10611452604335167,0.15166878083755106,0.05389542427706925
E02000089,7.92,4.256796,5753.5,direct,0.08325245335921493,0.23126625401444986,0.03340738496936069
E02000090,11.280000000000001,9.584724,5326.6,direct,0.15572091016930878,0.21315509246492526,0.09059050303035232
E02000091,12.450000000000001,6.945461666666667,3718.2,direct,0.18095546209425217,0.1449189897798575,0.06226405988004544
E02000092,30.700000000000003,3.095802,1127.0,direct,0.5745713361371725,0.03498776043544849,0.020946770454655744
E02000093,18.45,7.9421083333333335,8624.0,direct,0.31036342068370537,0.35304673943939824,0.07296078175862447
E02000094,19.240000000000002,7.482906,8989.3,direct,0.3274021352313168,0.36854453122679887,0.0680322952548874
E02000095,19.34,7.81208,6754.3,direct,0.329558934541141,0.273725027682204,0.0715652250738731
E02000096,11.120000000000001,7.369064,4666.5,direct,0.15227003127359,0.1851504596730742,0.06681046182802813
E02000097,19.380000000000003,3.73166,5094.1,direct,0.3304216542650707,0.20329131860625935,0.027771251394342996
E02000098,22.66,6.118252,4755.0,direct,0.4011646716273052,0.18890505746443736,0.053385856565324685
E02000099,17.28,7.819016,7426.4,direct,0.28512886875876203,0.3022387584796636,0.07163966716597177
E02000100,11.82,6.534134,4003.6,direct,0.16736762644235956,0.15702703734658116,0.05784939839724158
E02000101,26.54,9.229284,7078.6,direct,0.48484848484848486,0.2874834012837755,0.08677566779166312
E02000102,33.95,4.9200575,6126.2,direct,0.6446673137064597,0.24707798957197583,0.040525979788924776
E02000103,28.76,7.072124,5628.1,direct,0.5327294295265826,0.2259461798558404,0.06362349025539599
E02000104,22.925,10.6483025,6774.7,direct,0.40688018979833934,0.2745904942917386,0.10200558501581317
E02000105,21.48,7.4059479999999995,7185.9,direct,0.37571443977137936,0.292035585950592,0.06720632718629904
E02000106,33.1,11.401634999999999,7719.2,direct,0.6263345195729538,0.31466074981651254,0.11009088595957252
E02000107,24.71666666666667,14.856695,11458.0,direct,0.4455228440993566,0.4732787184306205,0.14717305071251396
E02000108,20.725,8.9682875,8929.8,direct,0.3594306049822064,0.36602025361565643,0.0839744674614399
E02000109,21.400000000000002,10.022865000000001,9478.75,msoa11_msoa21_bridge,0.37398900032352,0.38930936613055817,0.09529294430402588
E02000110,20.94,9.738336,10230.3,direct,0.36406772349832855,0.42119374997348447,0.09223917642300798
E02000111,22.24,14.520687999999998,10002.7,direct,0.3921061145260434,0.4115378578004421,0.14356678427079034
E02000112,23.119999999999997,14.738974000000002,9259.9,direct,0.41108594845249646,0.380024691253272,0.14590958509487464
E02000113,45.199999999999996,8.253195,6491.0,direct,0.8873072360616844,0.26255456894247614,0.07629958543374926
E02000114,24.4,15.03014,14668.2,direct,0.4386929796182465,0.6094709198976713,0.14903458598703131
